Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,HourlyRate,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,OverTime,PercentSalaryHike,WorkLifeBalance,MonthlyIncome,TrainingTimesLastYear,NumCompaniesWorked,MaritalStatus,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,TWYears_zscore,YearsAtCompany_zscore,YearsInCurrentRole_zscore,YearsWithCurrManager_zscore,YearsSinceLastPromotion_zscore,Cluster
30.0,No,0,Sales,Near,5,Marketing,97,4,1,2,4,No,12,2,2097.0,3.0,4,1,3.0,7,5.0,0,3,3,-0.5633300370839054,-0.03096123402423368,-0.3485695518056709,-0.32390070288666994,-0.682655386581575,0
38.0,No,2,Sales,Near,3,Marketing,98,4,1,2,4,Yes,11,3,5745.0,2.0,1,1,3.0,6,2.0,4,2,4,-0.6923970163718165,-0.8009460142746375,-0.6249624735907111,-0.04327651909115238,0.5561433808593677,2
31.0,No,2,Research & Development,Near,4,Other,74,3,1,2,3,Yes,14,3,8346.0,3.0,4,0,3.0,8,5.0,0,2,2,-0.4342630577959943,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,2
31.0,No,2,Sales,Near,4,Life Sciences,56,4,1,4,1,No,15,1,2695.0,2.0,1,2,3.0,27,2.0,0,0,12,2.0180095486743164,-0.8009460142746375,-1.1777483171607914,2.201716951272988,-0.682655386581575,0
37.11526232114468,No,2,Research & Development,Near,4,Life Sciences,74,4,1,2,1,Yes,23,3,4865.5,5.0,8,0,3.0,19,19.0,1,13,7,0.9854737143710278,3.562301073810984,2.4153596660447314,0.7985960322954003,-0.37295569472133927,0
35.0,No,2,Sales,Near,2,Medical,89,1,1,2,3,No,14,2,4865.5,2.0,0,2,3.0,9,9.0,0,7,7,-0.30519607850808317,0.9956851396429715,0.7570021353344899,0.7985960322954003,-0.682655386581575,0
32.0,No,2,Research & Development,Near,3,Life Sciences,56,4,1,2,4,No,13,2,5470.0,4.0,1,1,3.0,14,9.0,3,8,11,0.3401388179314723,0.9956851396429715,1.03339505711953,1.9210927674774705,0.24644368899913202,0
49.0,No,0,Research & Development,Very far,1,Medical,74,4,1,1,3,Yes,11,3,6804.0,0.0,1,1,3.0,20,7.0,3,8,8,1.1145406936589388,0.4823619528093689,1.03339505711953,1.079220216090918,0.24644368899913202,2
36.0,Yes,2,Research & Development,Near,1,Life Sciences,57,4,1,1,4,Yes,14,2,10325.0,3.0,9,0,3.0,3,3.0,0,0,0,-1.0795979542355498,-0.5442844208578362,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
44.0,No,0,Research & Development,Near,4,Life Sciences,87,2,1,3,2,No,19,3,3708.0,5.0,7,2,3.0,18,5.0,4,6,0,0.8564067350831167,-0.03096123402423368,0.4806092135494497,-1.1657732542732226,0.5561433808593677,2
37.11526232114468,No,1,Research & Development,Very far,2,Technical Degree,48,4,1,4,2,No,11,3,4668.0,2.0,1,2,3.0,21,8.0,8,6,6,1.24360767294685,0.7390235462261702,0.4806092135494497,0.5179718484998828,1.7949421483003105,0
30.0,No,2,Research & Development,Far,3,Life Sciences,95,4,1,1,1,No,12,2,2862.0,2.0,1,0,3.0,18,10.0,12,7,17,0.8564067350831167,1.2523467330597726,0.7570021353344899,3.6048378702505754,3.033740915741253,0
31.0,No,2,Sales,Far,4,Marketing,100,2,1,2,4,No,13,2,5460.0,4.0,4,1,4.0,8,7.0,0,3,0,-0.4342630577959943,0.4823619528093689,-0.3485695518056709,-1.1657732542732226,-0.682655386581575,0
31.0,No,2,Sales,Near,3,Technical Degree,64,4,1,3,3,Yes,14,3,2956.0,4.0,1,1,3.0,10,1.0,8,9,6,-0.1761290992201721,-1.0576076076914387,1.3097879789045703,0.5179718484998828,1.7949421483003105,0
29.0,No,1,Research & Development,Near,4,Life Sciences,61,3,1,2,4,No,23,3,2439.0,3.0,1,2,4.0,11,1.0,1,7,8,-0.04706211993226098,-1.0576076076914387,0.7570021353344899,1.079220216090918,-0.37295569472133927,0
28.0,Yes,2,Research & Development,Far,3,Technical Degree,32,3,1,1,4,No,12,2,4865.5,2.0,5,0,3.0,6,0.0,0,1,3,-0.6923970163718165,-1.31426920110824,-0.9013553953757513,-0.32390070288666994,-0.682655386581575,0
37.0,No,1,Research & Development,Near,4,Life Sciences,90,4,1,1,1,No,19,3,2326.0,3.0,6,1,3.0,14,4.0,7,8,6,0.3401388179314723,-0.28762282744103496,1.03339505711953,0.5179718484998828,1.4852424564400748,0
21.0,Yes,2,Research & Development,Far,4,Life Sciences,43,3,1,1,1,No,16,3,4865.5,3.0,1,2,3.0,18,1.0,15,13,14,0.8564067350831167,-1.0576076076914387,2.4153596660447314,2.762965318864023,3.96283999132196,0
29.0,No,2,Research & Development,Near,2,Life Sciences,80,4,1,1,4,No,17,3,4865.5,3.0,3,2,3.0,4,2.0,0,0,0,-0.9505309749476386,-0.8009460142746375,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
30.0,No,2,Research & Development,Near,1,Medical,97,3,1,1,4,No,18,3,9714.0,4.0,1,2,3.0,3,3.0,2,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,2
24.0,No,2,Research & Development,Far,3,Life Sciences,75,1,1,1,3,No,14,2,2296.0,3.0,1,2,3.0,5,1.0,0,4,4,-0.8214639956597276,-1.0576076076914387,-0.0721766300206307,-0.04327651909115238,-0.682655386581575,0
37.11526232114468,No,2,Research & Development,Near,4,Medical,91,4,1,1,4,No,14,3,2058.0,1.0,3,0,3.0,8,6.0,0,3,2,-0.4342630577959943,0.22570035939256758,-0.3485695518056709,-0.6045248866821875,-0.682655386581575,0
36.0,No,2,Research & Development,Near,3,Life Sciences,59,2,1,3,1,No,17,3,4485.0,3.0,2,0,3.0,25,8.0,0,0,0,1.7598755900984944,0.7390235462261702,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
30.0,No,2,Sales,Near,4,Other,54,4,1,2,1,No,13,3,4865.5,3.0,7,2,3.0,10,8.0,0,2,3,-0.1761290992201721,0.7390235462261702,-0.6249624735907111,-0.32390070288666994,-0.682655386581575,0
37.11526232114468,No,2,Research & Development,Near,3,Life Sciences,85,4,1,4,4,No,14,3,6384.0,3.0,3,1,3.0,36,7.0,0,9,9,3.1796123622655164,0.4823619528093689,1.3097879789045703,1.3598443998864354,-0.682655386581575,2
43.0,No,2,Research & Development,Near,4,Technical Degree,66,1,1,3,2,No,12,3,4865.5,3.0,1,0,3.0,10,1.0,7,8,7,-0.1761290992201721,-1.0576076076914387,1.03339505711953,0.7985960322954003,1.4852424564400748,2
37.0,Yes,2,Sales,Near,3,Marketing,94,1,1,5,2,Yes,16,3,4285.0,2.0,2,2,3.0,26,10.0,1,10,11,1.8889425693864055,1.2523467330597726,1.5861809006896104,1.9210927674774705,-0.37295569472133927,0
44.0,No,2,Sales,Near,2,Medical,63,3,1,2,2,Yes,12,2,16328.0,1.0,1,0,3.0,11,11.0,2,8,7,-0.04706211993226098,1.509008326476574,1.03339505711953,0.7985960322954003,-0.06325600286110364,1
36.0,No,2,Research & Development,Near,2,Life Sciences,63,3,1,1,4,No,18,2,5507.0,1.0,1,1,3.0,1,1.0,0,0,1,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-0.8851490704777051,-0.682655386581575,0
43.0,No,1,Research & Development,Very far,4,Life Sciences,80,1,1,2,3,No,14,2,16959.0,3.0,6,1,3.0,10,10.0,0,2,2,-0.1761290992201721,1.2523467330597726,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,1
37.11526232114468,No,1,Research & Development,Near,4,Medical,35,1,1,4,4,No,22,2,5332.0,3.0,2,2,3.0,27,5.0,2,4,1,2.0180095486743164,-0.03096123402423368,-0.0721766300206307,-0.8851490704777051,-0.06325600286110364,0
50.0,No,2,Research & Development,Far,3,Life Sciences,80,1,1,3,3,No,13,3,4865.5,1.0,1,1,4.0,18,5.0,14,15,12,0.8564067350831167,-0.03096123402423368,2.9681455096148115,2.201716951272988,3.6531402994617244,2
50.0,No,1,Research & Development,Very far,3,Life Sciences,54,4,1,1,4,No,16,3,11245.0,3.0,9,2,3.0,6,6.0,1,2,2,-0.6923970163718165,0.22570035939256758,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,2
37.11526232114468,No,2,Research & Development,Near,3,Technical Degree,48,1,1,2,4,No,12,3,4400.0,2.0,0,1,3.0,10,3.0,6,2,7,-0.1761290992201721,-0.5442844208578362,-0.6249624735907111,0.7985960322954003,1.175542764579839,0
38.0,No,2,Research & Development,Near,2,Technical Degree,90,3,1,4,3,Yes,12,3,6553.0,3.0,7,2,3.0,25,1.0,0,1,7,1.7598755900984944,-1.0576076076914387,-0.9013553953757513,0.7985960322954003,-0.682655386581575,2
26.0,Yes,2,Research & Development,Far,3,Life Sciences,66,1,1,3,3,No,12,3,2305.0,3.0,3,1,3.0,12,3.0,0,0,0,0.08200485935565012,-0.5442844208578362,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
37.0,No,2,Research & Development,Near,4,Other,35,4,1,5,4,Yes,12,4,4865.5,2.0,4,1,3.0,26,1.0,0,2,1,1.8889425693864055,-1.0576076076914387,-0.6249624735907111,-0.8851490704777051,-0.682655386581575,0
33.0,No,2,Human Resources,Near,4,Human Resources,32,3,1,5,4,No,21,3,8380.0,3.0,9,1,3.0,30,9.0,2,2,2,2.4052104865380497,0.9956851396429715,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,2
24.0,No,2,Research & Development,Very far,4,Medical,69,4,1,1,3,No,12,3,2293.0,3.0,9,2,3.0,10,2.0,7,7,7,-0.1761290992201721,-0.8009460142746375,0.7570021353344899,0.7985960322954003,1.4852424564400748,0
25.0,No,2,Sales,Near,4,Life Sciences,78,1,1,4,4,No,16,3,8639.0,3.0,2,1,3.0,31,2.0,3,8,7,2.534277465825961,-0.8009460142746375,1.03339505711953,0.7985960322954003,0.24644368899913202,0
32.0,No,2,Sales,Very far,3,Medical,53,4,1,4,4,Yes,18,3,9679.0,1.0,3,1,4.0,23,1.0,11,11,11,1.5017416315226721,-1.0576076076914387,1.8625738224746506,1.9210927674774705,2.7240412238810174,2
55.0,No,0,Research & Development,Far,4,Medical,51,1,1,2,3,No,14,3,13577.0,3.0,6,2,3.0,10,10.0,0,0,0,-0.1761290992201721,1.2523467330597726,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,1
25.0,No,1,Sales,Near,3,Marketing,83,1,1,2,1,No,16,2,1118.0,4.0,2,1,3.0,17,1.0,6,7,13,0.7273397557952056,-1.0576076076914387,0.7570021353344899,2.482341135068505,1.175542764579839,0
36.0,Yes,2,Sales,Far,3,Technical Degree,51,1,1,2,2,No,11,1,6842.0,3.0,5,2,4.0,7,5.0,0,3,0,-0.5633300370839054,-0.03096123402423368,-0.3485695518056709,-1.1657732542732226,-0.682655386581575,2
32.0,No,2,Research & Development,Very far,2,Medical,92,3,1,2,4,Yes,13,1,6735.0,2.0,3,1,3.0,16,0.0,0,1,0,0.5982727765072945,-1.31426920110824,-0.9013553953757513,-1.1657732542732226,-0.682655386581575,0
39.0,No,2,Research & Development,Near,4,Life Sciences,92,1,1,2,4,Yes,12,2,9613.0,5.0,1,1,3.0,6,6.0,0,4,5,-0.6923970163718165,0.22570035939256758,-0.0721766300206307,0.23734766470436516,-0.682655386581575,2
46.0,Yes,1,Sales,Very far,3,Marketing,39,4,1,3,1,Yes,13,3,5772.0,4.0,4,0,4.0,20,9.0,2,2,0,1.1145406936589388,0.9956851396429715,-0.6249624735907111,-1.1657732542732226,-0.06325600286110364,2
50.0,No,1,Research & Development,Near,3,Life Sciences,86,4,1,3,4,No,11,2,6796.0,3.0,0,0,3.0,10,4.0,1,7,6,-0.1761290992201721,-0.28762282744103496,0.7570021353344899,0.5179718484998828,-0.37295569472133927,2
24.0,No,2,Sales,Very far,4,Life Sciences,44,1,1,2,4,Yes,12,4,3907.0,3.0,3,1,3.0,8,6.0,1,4,4,-0.4342630577959943,0.22570035939256758,-0.0721766300206307,-0.04327651909115238,-0.37295569472133927,0
22.0,No,2,Sales,Very far,2,Life Sciences,80,4,1,3,3,Yes,16,3,2323.0,6.0,3,2,4.0,21,2.0,0,0,2,1.24360767294685,-0.8009460142746375,-1.1777483171607914,-0.6045248866821875,-0.682655386581575,0
30.0,No,2,Research & Development,Near,4,Medical,35,1,1,1,4,No,13,1,5126.0,1.0,1,2,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
32.0,No,2,Research & Development,Near,4,Life Sciences,87,3,1,2,3,Yes,11,3,5396.0,2.0,1,2,3.0,9,9.0,1,6,1,-0.30519607850808317,0.9956851396429715,0.4806092135494497,-0.8851490704777051,-0.37295569472133927,0
39.0,No,2,Research & Development,Near,3,Life Sciences,97,1,1,3,1,No,18,3,4865.5,3.0,1,0,4.0,24,5.0,9,9,11,1.6308086108105833,-0.03096123402423368,1.3097879789045703,1.9210927674774705,2.104641840160546,0
46.0,No,2,Sales,Near,3,Marketing,46,2,1,2,4,No,14,2,4865.5,2.0,3,2,3.0,9,5.0,0,7,1,-0.30519607850808317,-0.03096123402423368,0.7570021353344899,-0.8851490704777051,-0.682655386581575,2
32.0,No,0,Research & Development,Near,2,Life Sciences,90,1,1,1,1,No,22,4,4707.0,2.0,2,1,3.0,5,4.0,1,2,0,-0.8214639956597276,-0.28762282744103496,-0.6249624735907111,-1.1657732542732226,-0.37295569472133927,0
36.0,No,2,Research & Development,Very far,3,Medical,94,3,1,2,3,No,13,2,5810.0,2.0,6,1,3.0,17,10.0,7,7,7,0.7273397557952056,1.2523467330597726,0.7570021353344899,0.7985960322954003,1.4852424564400748,0
36.0,No,1,Sales,Near,1,Life Sciences,54,4,1,1,1,No,11,3,6499.0,3.0,1,2,3.0,2,2.0,0,2,2,-1.208664933523461,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,2
39.0,No,2,Sales,Near,1,Marketing,56,2,1,2,2,No,12,3,2086.0,6.0,3,1,3.0,12,1.0,2,2,2,0.08200485935565012,-1.0576076076914387,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
26.0,No,2,Sales,Near,3,Marketing,83,4,1,1,2,No,14,3,4306.0,5.0,1,0,3.0,2,0.0,2,2,2,-1.208664933523461,-1.31426920110824,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
18.0,No,2,Research & Development,Near,2,Medical,72,3,1,2,3,Yes,18,3,1878.0,3.0,7,2,3.0,10,0.0,1,4,7,-0.1761290992201721,-1.31426920110824,-0.0721766300206307,0.7985960322954003,-0.37295569472133927,0
22.0,No,2,Human Resources,Near,3,Human Resources,62,1,1,2,1,No,12,3,2328.0,2.0,3,1,3.0,9,4.0,1,2,0,-0.30519607850808317,-0.28762282744103496,-0.6249624735907111,-1.1657732542732226,-0.37295569472133927,0
42.0,No,2,Research & Development,Near,3,Medical,46,4,1,3,2,No,14,4,5087.0,3.0,1,2,3.0,9,0.0,7,7,7,-0.30519607850808317,-1.31426920110824,0.7570021353344899,0.7985960322954003,1.4852424564400748,2
37.11526232114468,No,2,Research & Development,Near,3,Life Sciences,39,3,1,1,3,Yes,14,3,2781.0,5.0,1,0,3.0,3,3.0,0,1,2,-1.0795979542355498,-0.5442844208578362,-0.9013553953757513,-0.6045248866821875,-0.682655386581575,0
32.0,No,2,Research & Development,Near,4,Life Sciences,69,2,1,1,3,No,14,4,6209.0,4.0,1,1,3.0,6,6.0,0,2,3,-0.6923970163718165,0.22570035939256758,-0.6249624735907111,-0.32390070288666994,-0.682655386581575,0
37.11526232114468,No,2,Sales,Near,3,Other,30,4,1,1,3,No,18,3,6232.0,3.0,0,2,3.0,5,3.0,0,2,0,-0.8214639956597276,-0.5442844208578362,-0.6249624735907111,-1.1657732542732226,-0.682655386581575,2
40.0,No,2,Research & Development,Near,1,Life Sciences,55,2,1,5,3,No,22,3,2741.0,3.0,1,0,3.0,21,7.0,5,16,10,1.24360767294685,0.4823619528093689,3.2445384313998518,1.640468583681953,0.8658430727196034,0
30.0,No,2,Research & Development,Very far,3,Medical,39,2,1,2,1,No,21,2,2141.0,3.0,0,0,3.0,6,6.0,0,3,0,-0.6923970163718165,0.22570035939256758,-0.3485695518056709,-1.1657732542732226,-0.682655386581575,0
20.0,No,2,Research & Development,Very far,4,Life Sciences,47,2,1,2,2,No,15,3,2973.0,2.0,7,1,3.0,11,1.0,0,8,8,-0.04706211993226098,-1.0576076076914387,1.03339505711953,1.079220216090918,-0.682655386581575,0
34.0,No,1,Research & Development,Near,3,Medical,82,2,1,2,3,No,12,4,5063.0,3.0,2,1,3.0,6,6.0,1,3,2,-0.6923970163718165,0.22570035939256758,-0.3485695518056709,-0.6045248866821875,-0.37295569472133927,0
25.0,No,2,Research & Development,Very far,4,Medical,48,2,1,3,4,No,15,3,4031.0,5.0,3,1,3.0,11,2.0,1,3,2,-0.04706211993226098,-0.8009460142746375,-0.3485695518056709,-0.6045248866821875,-0.37295569472133927,0
42.0,No,0,Sales,Near,2,Technical Degree,46,2,1,2,3,No,13,3,6272.0,3.0,0,2,3.0,9,5.0,3,7,1,-0.30519607850808317,-0.03096123402423368,0.7570021353344899,-0.8851490704777051,0.24644368899913202,2
33.0,No,2,Research & Development,Far,3,Medical,72,4,1,1,2,No,13,3,4865.5,2.0,1,1,3.0,8,3.0,1,7,6,-0.4342630577959943,-0.5442844208578362,0.7570021353344899,0.5179718484998828,-0.37295569472133927,0
28.0,No,1,Research & Development,Near,3,Medical,58,1,1,1,1,No,16,4,6834.0,3.0,2,1,3.0,5,5.0,0,2,2,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
50.0,Yes,2,Human Resources,Near,2,Medical,91,2,1,3,1,No,14,3,13973.0,2.0,9,1,3.0,24,12.0,3,6,6,1.6308086108105833,1.7656699198933752,0.4806092135494497,0.5179718484998828,0.24644368899913202,1
39.0,Yes,2,Research & Development,Near,4,Technical Degree,100,1,1,1,1,No,13,1,4534.0,6.0,6,2,3.0,11,8.0,0,7,7,-0.04706211993226098,0.7390235462261702,0.7570021353344899,0.7985960322954003,-0.682655386581575,0
34.0,No,0,Research & Development,Near,3,Medical,99,4,1,1,2,No,16,2,5304.0,3.0,1,2,3.0,7,5.0,0,7,3,-0.5633300370839054,-0.03096123402423368,0.7570021353344899,-0.32390070288666994,-0.682655386581575,0
48.0,No,2,Human Resources,Very far,1,Life Sciences,61,3,1,1,3,No,23,3,19665.0,3.0,1,1,3.0,8,8.0,5,7,7,-0.4342630577959943,0.7390235462261702,0.7570021353344899,0.7985960322954003,0.8658430727196034,1
19.0,No,2,Sales,Near,3,Medical,31,3,1,1,3,No,19,3,2121.0,3.0,1,2,3.0,2,1.0,2,2,2,-1.208664933523461,-1.0576076076914387,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
56.0,No,2,Research & Development,Near,3,Life Sciences,66,2,1,2,2,No,17,3,19717.0,4.0,1,1,3.0,10,7.0,0,4,9,-0.1761290992201721,0.4823619528093689,-0.0721766300206307,1.3598443998864354,-0.682655386581575,1
35.0,No,1,Human Resources,Near,2,Human Resources,88,3,1,1,4,No,19,1,4249.0,3.0,0,1,3.0,4,4.0,0,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
33.0,No,2,Research & Development,Far,1,Life Sciences,65,3,1,3,3,No,18,2,2496.0,3.0,0,1,3.0,20,1.0,1,9,9,1.1145406936589388,-1.0576076076914387,1.3097879789045703,1.3598443998864354,-0.37295569472133927,0
37.11526232114468,No,2,Research & Development,Near,1,Life Sciences,97,4,1,1,2,No,13,3,4960.0,3.0,0,1,3.0,4,4.0,0,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
43.0,No,1,Research & Development,Far,3,Life Sciences,84,3,1,3,4,Yes,15,2,4865.5,5.0,6,2,3.0,18,2.0,3,2,3,0.8564067350831167,-0.8009460142746375,-0.6249624735907111,-0.32390070288666994,0.24644368899913202,2
37.11526232114468,No,2,Research & Development,Far,3,Life Sciences,47,2,1,2,1,No,12,3,5916.0,1.0,2,0,3.0,15,1.0,7,4,7,0.4692057972193834,-1.0576076076914387,-0.0721766300206307,0.7985960322954003,1.4852424564400748,2
33.0,No,0,Research & Development,Far,4,Medical,34,3,1,2,4,No,18,3,2008.0,2.0,5,0,3.0,9,1.0,1,1,2,-0.30519607850808317,-1.0576076076914387,-0.9013553953757513,-0.6045248866821875,-0.37295569472133927,0
37.0,Yes,0,Research & Development,Near,4,Other,77,2,1,1,1,Yes,11,2,4865.5,3.0,1,1,3.0,7,1.0,0,7,7,-0.5633300370839054,-1.0576076076914387,0.7570021353344899,0.7985960322954003,-0.682655386581575,0
43.0,No,2,Research & Development,Far,3,Technical Degree,89,3,1,1,3,No,17,2,10798.0,5.0,0,1,3.0,2,1.0,0,0,0,-1.208664933523461,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
40.0,Yes,2,Sales,Near,3,Marketing,52,1,1,3,4,No,11,4,16437.0,2.0,4,0,4.0,28,21.0,4,7,3,2.1470765279622275,4.075624260644587,0.7570021353344899,-0.32390070288666994,0.5561433808593677,1
37.11526232114468,No,2,Human Resources,Near,2,Life Sciences,44,4,1,1,1,No,12,4,4865.5,2.0,6,2,3.0,10,4.0,5,6,7,-0.1761290992201721,-0.28762282744103496,0.4806092135494497,0.7985960322954003,0.8658430727196034,0
37.11526232114468,No,2,Research & Development,Far,3,Life Sciences,60,3,1,1,4,No,19,3,1102.0,3.0,1,2,4.0,6,1.0,1,5,5,-0.6923970163718165,-1.0576076076914387,0.2042162917644095,0.23734766470436516,-0.37295569472133927,0
52.0,No,0,Research & Development,Very far,2,Life Sciences,83,3,1,3,4,Yes,16,1,4258.0,3.0,3,0,3.0,12,4.0,1,3,4,0.08200485935565012,-0.28762282744103496,-0.3485695518056709,-0.04327651909115238,-0.37295569472133927,2
45.0,No,2,Research & Development,Far,4,Medical,62,4,1,1,3,No,15,4,13245.0,3.0,1,1,3.0,3,0.0,0,2,2,-1.0795979542355498,-1.31426920110824,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,1
21.0,No,2,Research & Development,Near,3,Technical Degree,53,1,1,3,3,No,11,3,2380.0,3.0,2,1,3.0,15,2.0,2,2,2,0.4692057972193834,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
41.0,No,2,Research & Development,Far,4,Medical,95,2,1,3,1,Yes,23,3,19141.0,2.0,1,1,3.0,9,9.0,0,1,8,-0.30519607850808317,0.9956851396429715,-0.9013553953757513,1.079220216090918,-0.682655386581575,1
37.11526232114468,No,2,Sales,Very far,3,Marketing,47,3,1,2,4,Yes,19,2,4478.0,3.0,7,1,3.0,5,5.0,0,2,0,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-1.1657732542732226,-0.682655386581575,0
37.11526232114468,No,1,Research & Development,Far,3,Medical,95,2,1,2,1,No,18,2,4865.5,2.0,5,1,4.0,10,9.0,0,0,0,-0.1761290992201721,0.9956851396429715,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
35.0,No,2,Research & Development,Near,3,Medical,33,1,1,2,4,Yes,22,3,8020.0,3.0,1,1,3.0,9,9.0,7,8,8,-0.30519607850808317,0.9956851396429715,1.03339505711953,1.079220216090918,1.4852424564400748,2
37.0,No,2,Sales,Near,3,Marketing,43,2,1,3,4,No,14,3,4071.0,4.0,1,2,3.0,9,5.0,3,8,7,-0.30519607850808317,-0.03096123402423368,1.03339505711953,0.7985960322954003,0.24644368899913202,0
38.0,No,1,Research & Development,Near,3,Life Sciences,90,3,1,1,3,No,14,3,6077.0,2.0,3,2,3.0,7,6.0,0,2,3,-0.5633300370839054,0.22570035939256758,-0.6249624735907111,-0.32390070288666994,-0.682655386581575,2
26.0,No,2,Sales,Near,3,Medical,48,1,1,2,1,No,22,3,6272.0,5.0,1,0,4.0,9,5.0,0,8,8,-0.30519607850808317,-0.03096123402423368,1.03339505711953,1.079220216090918,-0.682655386581575,0
52.0,No,2,Research & Development,Near,1,Medical,98,3,1,3,2,No,18,1,7969.0,4.0,0,1,3.0,14,5.0,5,8,12,0.3401388179314723,-0.03096123402423368,1.03339505711953,2.201716951272988,0.8658430727196034,2
53.0,No,2,Sales,Near,4,Life Sciences,87,3,1,1,3,Yes,19,3,10448.0,2.0,1,1,3.0,1,1.0,0,1,0,-1.337731912811372,-1.0576076076914387,-0.9013553953757513,-1.1657732542732226,-0.682655386581575,2
30.0,No,1,Sales,Very far,2,Technical Degree,85,4,1,2,3,Yes,12,4,2285.0,3.0,7,1,4.0,4,1.0,2,2,2,-0.9505309749476386,-1.0576076076914387,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
37.11526232114468,No,1,Research & Development,Near,3,Medical,97,4,1,2,1,No,20,3,9998.0,2.0,0,2,3.0,14,5.0,4,9,9,0.3401388179314723,-0.03096123402423368,1.3097879789045703,1.3598443998864354,0.5561433808593677,2
42.0,No,2,Sales,Near,4,Life Sciences,57,3,1,2,4,No,14,3,4865.5,6.0,0,2,4.0,5,1.0,1,3,1,-0.8214639956597276,-1.0576076076914387,-0.3485695518056709,-0.8851490704777051,-0.37295569472133927,2
28.0,No,1,Research & Development,Near,3,Life Sciences,52,3,1,2,4,No,17,3,4865.5,2.0,4,0,3.0,12,2.0,0,3,3,0.08200485935565012,-0.8009460142746375,-0.3485695518056709,-0.32390070288666994,-0.682655386581575,0
23.0,No,2,Research & Development,Far,3,Life Sciences,53,3,1,5,2,No,15,3,3989.0,2.0,3,2,3.0,21,5.0,4,4,4,1.24360767294685,-0.03096123402423368,-0.0721766300206307,-0.04327651909115238,0.5561433808593677,0
31.0,No,2,Research & Development,Near,3,Medical,77,3,1,1,3,No,18,3,6410.0,1.0,5,0,3.0,6,2.0,2,2,2,-0.6923970163718165,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
30.0,No,0,Sales,Near,3,Medical,73,4,1,2,4,Yes,17,3,1274.0,2.0,1,1,3.0,10,1.0,8,9,8,-0.1761290992201721,-1.0576076076914387,1.3097879789045703,1.079220216090918,1.7949421483003105,0
37.0,Yes,1,Sales,Near,3,Life Sciences,99,3,1,1,4,Yes,21,3,2793.0,2.0,1,0,3.0,3,3.0,0,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
37.11526232114468,No,0,Sales,Near,3,Life Sciences,51,3,1,4,2,No,12,4,2024.0,1.0,8,1,3.0,23,2.0,5,12,1,1.5017416315226721,-0.8009460142746375,2.1389667442596907,-0.8851490704777051,0.8658430727196034,0
31.0,No,2,Research & Development,Near,3,Life Sciences,92,3,1,3,2,Yes,12,3,4233.0,2.0,8,0,3.0,28,3.0,14,11,10,2.1470765279622275,-0.5442844208578362,1.8625738224746506,1.640468583681953,3.6531402994617244,0
29.0,Yes,1,Sales,Far,3,Life Sciences,71,2,1,2,3,Yes,11,3,6294.0,5.0,3,1,3.0,4,3.0,2,2,2,-0.9505309749476386,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
34.0,No,2,Sales,Near,1,Life Sciences,88,2,1,1,4,No,19,2,4865.5,0.0,0,2,3.0,3,3.0,2,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
